row_idx,align,l,modal,epoch_type,hr,config,m,step_size,kernel_size_h1,kernel_size_w1,kernel_shape1,num_kernel1,pool_size_h1,pool_size_w1,dropout1,row_idx_L1,kernel_size_h2,kernel_size_w2,kernel_shape2,num_kernel2,pool_size_h2,pool_size_w2,dropout2,fcl_size,optimizer,learning_rate,batch_size,num_epoch,config_align_L2,val_accuracy,val_recall,val_precision,val_AUC,compute_cost,criteria
2001,4,14,"hourofday,age,sex,temp,acc,eda",1min,FALSE,150,75,2,3,5,wide rec,16,3,5,0.5,9,1,1,square,16,1,2,0.5,16,adam,0.01,100,150,401,0.92136549949646,0.8177621603012085,0.9287816286087036,0.9635429978370667,58.9872850894928,val_precision
2241,5,14,"hourofday,age,sex,temp,acc,eda",1min,FALSE,150,75,2,3,5,wide rec,16,3,5,0.5,10,1,1,square,16,1,2,0.5,16,adam,0.01,100,150,449,0.92136549949646,0.8177621603012085,0.9287816286087036,0.9635429978370667,59.934452056884766,val_precision
2401,1,14,"hourofday,age,sex,eda,acc,temp",1min,FALSE,41,45,2,1,5,wide rec,16,3,5,0.5,11,1,1,square,16,2,1,0,16,adam,0.01,100,150,481,0.905850350856781,0.7674189805984497,0.9249037265777588,0.9505423665046692,33.10864229202271,val_precision
5811,5,19,"hourofday,age,sex,hr,acc,eda,temp",1min,TRUE,124,75,2,3,3,square,16,5,3,0.5,27,1,3,wide rec,16,2,2,0,16,adam,0.01,100,150,299,0.8949964046478271,0.702925169467926,0.9667433381080628,0.9548440337181091,58.293968200683594,val_precision
6301,1,19,"hourofday,age,sex,eda,acc,temp,hr",1min,TRUE,147,75,2,1,3,wide rec,16,3,5,0.5,29,1,1,square,16,2,1,0.5,16,adam,0.01,100,150,397,0.9209595322608948,0.7957379341125488,0.9575628995895386,0.9538317918777466,71.07698221206665,val_precision
5141,2,19,"hourofday,age,sex,temp,acc,eda,hr",1min,TRUE,41,45,2,1,5,wide rec,16,3,5,0.5,24,1,1,square,16,2,2,0.5,16,adam,0.01,100,150,165,0.9092584133148194,0.7455248594284057,0.957036817073822,0.9444064617156982,54.26650891304016,val_precision
7521,4,19,"hourofday,age,sex,temp,hr,acc,eda",1min,TRUE,160,75,2,3,3,square,16,5,5,0.5,34,1,1,square,16,1,2,0.5,16,adam,0.01,100,150,641,0.9135509610176087,0.780023729801178,0.9494472503662109,0.9608559370040893,65.23742079734802,val_precision
5561,3,19,"hourofday,age,sex,acc,hr,eda,temp",1min,TRUE,101,60,2,1,5,wide rec,16,4,5,0.5,26,1,1,square,16,2,2,0,16,adam,0.01,100,150,249,0.9314421892166138,0.8287820100784302,0.9484858393669129,0.9663013100624085,62.43603048324585,val_precision
8641,1,14,"hourofday,age,sex,eda,acc,temp",30s,FALSE,155,75,2,1,5,wide rec,16,4,5,0.5,39,1,1,square,16,2,1,0,16,adam,0.01,100,150,1,0.9014620780944824,0.7594138622283936,0.9217152714729309,0.9560549259185791,98.83658289909363,val_precision
11531,2,14,"hourofday,age,sex,acc,eda,temp",30s,FALSE,138,75,2,3,5,wide rec,16,4,4,0.5,51,1,3,wide rec,16,2,1,0,16,adam,0.01,100,150,579,0.8887683510780334,0.725069522857666,0.9100277304649353,0.9437762856483459,107.17615666389466,val_precision
9121,3,14,"hourofday,age,sex,acc,temp,eda",30s,FALSE,47,45,2,1,5,wide rec,16,4,5,0.5,41,1,1,square,16,2,1,0,16,adam,0.01,100,150,97,0.8856240034103393,0.7149465799331665,0.9087635517120362,0.9256732225418091,63.76599354743958,val_precision
10581,4,14,"hourofday,age,sex,temp,acc,eda",30s,FALSE,119,75,2,1,5,wide rec,16,4,3,0.5,47,1,1,square,16,1,2,0,16,adam,0.01,100,150,389,0.9011689305305481,0.7742421627044678,0.9081631660461426,0.9405867576599121,109.14932861328126,val_precision
10821,5,14,"hourofday,age,sex,temp,acc,eda",30s,FALSE,119,75,2,1,5,wide rec,16,4,3,0.5,48,1,1,square,16,1,2,0,16,adam,0.01,100,150,437,0.9011689305305481,0.7742421627044678,0.9081631660461426,0.9405867576599121,112.37257599830627,val_precision
14401,5,19,"hourofday,age,sex,hr,acc,eda,temp",30s,TRUE,162,75,2,3,5,wide rec,16,5,5,0.5,65,1,1,square,16,2,1,0,16,adam,0.01,100,150,289,0.8651717662811279,0.5987123548984528,0.9690408349037171,0.9263253092765809,148.75469427108766,val_precision
15881,4,19,"hourofday,age,sex,temp,hr,acc,eda",30s,TRUE,57,60,2,1,3,wide rec,16,3,3,0.5,71,1,1,square,16,2,2,0,16,adam,0.01,100,150,585,0.9050425291061401,0.736234474182129,0.9508407950401306,0.9500924706459045,98.24215326309204,val_precision
15401,1,19,"hourofday,age,sex,eda,acc,temp,hr",30s,TRUE,3,45,2,1,3,wide rec,16,3,3,0.5,69,1,1,square,16,2,2,0,16,adam,0.01,100,150,489,0.8723079085350036,0.6532853960990905,0.9389454603195191,0.9337613463401795,105.87625484466552,val_precision
17061,3,19,"hourofday,age,sex,acc,hr,eda,temp",30s,TRUE,78,60,2,3,5,wide rec,16,3,4,0.5,76,1,1,square,16,1,2,0,16,adam,0.01,100,150,821,0.8800552368164063,0.6739066243171692,0.9370927810668945,0.9127813220024109,96.58588638305665,val_precision
16821,2,19,"hourofday,age,sex,temp,acc,eda,hr",30s,TRUE,50,45,2,3,1,long rec,16,5,5,0.5,75,1,1,square,16,1,2,0,16,adam,0.01,100,150,773,0.879645586013794,0.6827028512954711,0.9271585941314697,0.9260380148887635,57.35562434196472,val_precision
21441,1,14,"hourofday,age,sex,eda,acc,temp",5min,FALSE,78,18,2,3,5,wide rec,16,3,3,0.5,95,1,1,square,16,1,2,0.5,16,adam,0.01,100,150,833,0.931249451637268,0.8526067852973938,0.9314624428749084,0.9723443150520324,11.519217777252198,val_precision
18961,2,14,"hourofday,age,sex,acc,eda,temp",5min,FALSE,114,18,2,3,5,wide rec,16,3,5,0.5,85,1,1,square,16,2,1,0,16,adam,0.01,100,150,337,0.9264536499977112,0.8422122478485108,0.9265517234802246,0.9666609406471253,10.39926700592041,val_precision
19316,4,14,"hourofday,age,sex,temp,acc,eda",5min,FALSE,111,18,2,1,3,wide rec,16,3,5,0.5,86,3,3,square,16,2,2,0.5,16,adam,0.01,100,150,408,0.9225938796997071,0.8359445214271546,0.9227445363998413,0.9552857637405395,11.741182041168212,val_precision
19556,5,14,"hourofday,age,sex,temp,acc,eda",5min,FALSE,111,18,2,1,3,wide rec,16,3,5,0.5,87,3,3,square,16,2,2,0.5,16,adam,0.01,100,150,456,0.9225938796997071,0.8359445214271546,0.9227445363998413,0.9552857637405395,12.177084064483642,val_precision
18501,3,14,"hourofday,age,sex,acc,temp,eda",5min,FALSE,76,18,2,3,3,square,16,3,3,0.5,83,1,1,square,16,1,2,0,16,adam,0.01,100,150,245,0.9275922060012818,0.8503608345985413,0.9222527027130127,0.9686954259872437,9.987743186950684,val_precision
25001,1,19,"hourofday,age,sex,eda,acc,temp,hr",5min,TRUE,3,12,2,1,3,wide rec,16,3,3,0.5,111,1,1,square,16,2,2,0,16,adam,0.01,100,150,681,0.9049561977386474,0.7390321493148804,0.9707323431968689,0.9577364802360535,9.84207525253296,val_precision
22421,2,19,"hourofday,age,sex,temp,acc,eda,hr",5min,TRUE,113,18,2,1,5,wide rec,16,3,5,0.5,100,1,1,square,16,2,2,0.5,16,adam,0.01,100,150,165,0.900698435306549,0.7172800183296204,0.9670526862144471,0.9413479089736938,9.659257841110229,val_precision
25701,4,19,"hourofday,age,sex,temp,hr,acc,eda",5min,TRUE,125,18,2,1,5,wide rec,16,5,5,0.5,114,1,1,square,16,1,2,0,16,adam,0.01,100,150,821,0.9170666694641113,0.7799158215522766,0.9609933137893677,0.9516426682472229,12.253307437896728,val_precision
23081,3,19,"hourofday,age,sex,acc,hr,eda,temp",5min,TRUE,24,12,2,3,3,square,16,5,4,0.5,103,1,1,square,16,2,2,0,16,adam,0.01,100,150,297,0.8809514522552491,0.6799930989742279,0.9527876257896424,0.9488375425338745,10.001353979110718,val_precision
21701,5,19,"hourofday,age,sex,hr,acc,eda,temp",5min,TRUE,90,18,2,3,5,wide rec,16,5,3,0.5,97,1,1,square,16,2,2,0.5,16,adam,0.01,100,150,21,0.9103764414787292,0.7665110945701599,0.9514848232269287,0.9640544533729554,9.524633884429932,val_precision
