"","epoch_type","config","seed_split","m","step_size","kernel_size_h","kernel_size_w","kernel_shape","num_kernel","pool_size_h","pool_size_w","fcl_size","dropout","optimizer","learning_rate","batch_size","num_epoch"
"290","30s",58,642,60,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"291","30s",59,890,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"292","30s",59,9818,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"293","30s",59,7,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"294","30s",59,155,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"295","30s",59,642,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"296","30s",60,890,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"297","30s",60,9818,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"298","30s",60,7,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"299","30s",60,155,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"300","30s",60,642,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"301","30s",61,890,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"302","30s",61,9818,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"303","30s",61,7,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"304","30s",61,155,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"305","30s",61,642,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"306","30s",62,890,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"307","30s",62,9818,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"308","30s",62,7,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"309","30s",62,155,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"310","30s",62,642,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"311","30s",63,890,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"312","30s",63,9818,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"313","30s",63,7,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"314","30s",63,155,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"315","30s",63,642,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"316","30s",64,890,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"317","30s",64,9818,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"318","30s",64,7,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"319","30s",64,155,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"320","30s",64,642,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"321","30s",65,890,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"322","30s",65,9818,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"323","30s",65,7,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"324","30s",65,155,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"325","30s",65,642,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"326","30s",66,890,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"327","30s",66,9818,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"328","30s",66,7,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"329","30s",66,155,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"330","30s",66,642,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"331","30s",67,890,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"332","30s",67,9818,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"333","30s",67,7,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"334","30s",67,155,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"335","30s",67,642,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"336","30s",68,890,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"337","30s",68,9818,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"338","30s",68,7,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"339","30s",68,155,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"340","30s",68,642,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"341","30s",69,890,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"342","30s",69,9818,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"343","30s",69,7,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"344","30s",69,155,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"345","30s",69,642,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"346","30s",70,890,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"347","30s",70,9818,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"348","30s",70,7,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"349","30s",70,155,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"350","30s",70,642,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"351","30s",71,890,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"352","30s",71,9818,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"353","30s",71,7,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"354","30s",71,155,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"355","30s",71,642,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"356","30s",72,890,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"357","30s",72,9818,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"358","30s",72,7,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"359","30s",72,155,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"360","30s",72,642,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"361","30s",73,890,60,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"362","30s",73,9818,60,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"363","30s",73,7,60,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"364","30s",73,155,60,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"365","30s",73,642,60,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"366","30s",74,890,60,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"367","30s",74,9818,60,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"368","30s",74,7,60,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"369","30s",74,155,60,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"370","30s",74,642,60,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"371","30s",75,890,60,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"372","30s",75,9818,60,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"373","30s",75,7,60,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"374","30s",75,155,60,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"375","30s",75,642,60,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"376","30s",76,890,60,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"377","30s",76,9818,60,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"378","30s",76,7,60,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"379","30s",76,155,60,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"380","30s",76,642,60,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"381","30s",77,890,60,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"382","30s",77,9818,60,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"383","30s",77,7,60,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"384","30s",77,155,60,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"385","30s",77,642,60,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"386","30s",78,890,60,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"387","30s",78,9818,60,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"388","30s",78,7,60,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"389","30s",78,155,60,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"390","30s",78,642,60,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"391","30s",79,890,60,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"392","30s",79,9818,60,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"393","30s",79,7,60,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"394","30s",79,155,60,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"395","30s",79,642,60,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"396","30s",80,890,60,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"397","30s",80,9818,60,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"398","30s",80,7,60,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"399","30s",80,155,60,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"400","30s",80,642,60,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"401","30s",81,890,60,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"402","30s",81,9818,60,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"403","30s",81,7,60,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"404","30s",81,155,60,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"405","30s",81,642,60,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"406","30s",82,890,60,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"407","30s",82,9818,60,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"408","30s",82,7,60,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"409","30s",82,155,60,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"410","30s",82,642,60,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"411","30s",83,890,60,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"412","30s",83,9818,60,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"413","30s",83,7,60,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"414","30s",83,155,60,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"415","30s",83,642,60,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"416","30s",84,890,60,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"417","30s",84,9818,60,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"418","30s",84,7,60,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"419","30s",84,155,60,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"420","30s",84,642,60,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"421","30s",85,890,60,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"422","30s",85,9818,60,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"423","30s",85,7,60,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"424","30s",85,155,60,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"425","30s",85,642,60,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"426","30s",86,890,60,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"427","30s",86,9818,60,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"428","30s",86,7,60,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"429","30s",86,155,60,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"430","30s",86,642,60,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"431","30s",87,890,60,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"432","30s",87,9818,60,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"433","30s",87,7,60,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"434","30s",87,155,60,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"435","30s",87,642,60,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"436","30s",88,890,60,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"437","30s",88,9818,60,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"438","30s",88,7,60,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"439","30s",88,155,60,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"440","30s",88,642,60,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"441","30s",89,890,60,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"442","30s",89,9818,60,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"443","30s",89,7,60,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"444","30s",89,155,60,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"445","30s",89,642,60,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"446","30s",90,890,60,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"447","30s",90,9818,60,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"448","30s",90,7,60,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"449","30s",90,155,60,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"450","30s",90,642,60,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"451","30s",91,890,60,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"452","30s",91,9818,60,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"453","30s",91,7,60,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"454","30s",91,155,60,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"455","30s",91,642,60,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"456","30s",92,890,60,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"457","30s",92,9818,60,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"458","30s",92,7,60,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"459","30s",92,155,60,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"460","30s",92,642,60,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"461","30s",93,890,60,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"462","30s",93,9818,60,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"463","30s",93,7,60,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"464","30s",93,155,60,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"465","30s",93,642,60,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"466","30s",94,890,60,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"467","30s",94,9818,60,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"468","30s",94,7,60,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"469","30s",94,155,60,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"470","30s",94,642,60,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"471","30s",95,890,60,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"472","30s",95,9818,60,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"473","30s",95,7,60,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"474","30s",95,155,60,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"475","30s",95,642,60,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"476","30s",96,890,60,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"477","30s",96,9818,60,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"478","30s",96,7,60,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"479","30s",96,155,60,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"480","30s",96,642,60,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"481","30s",97,890,60,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"482","30s",97,9818,60,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"483","30s",97,7,60,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"484","30s",97,155,60,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"485","30s",97,642,60,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"486","30s",98,890,60,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"487","30s",98,9818,60,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"488","30s",98,7,60,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"489","30s",98,155,60,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"490","30s",98,642,60,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"491","30s",99,890,60,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"492","30s",99,9818,60,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"493","30s",99,7,60,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"494","30s",99,155,60,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"495","30s",99,642,60,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"496","30s",100,890,60,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"497","30s",100,9818,60,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"498","30s",100,7,60,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"499","30s",100,155,60,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"500","30s",100,642,60,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"501","30s",101,890,60,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"502","30s",101,9818,60,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"503","30s",101,7,60,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"504","30s",101,155,60,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"505","30s",101,642,60,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"506","30s",102,890,60,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"507","30s",102,9818,60,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"508","30s",102,7,60,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"509","30s",102,155,60,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"510","30s",102,642,60,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"511","30s",103,890,60,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"512","30s",103,9818,60,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"513","30s",103,7,60,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"514","30s",103,155,60,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"515","30s",103,642,60,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"516","30s",104,890,60,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"517","30s",104,9818,60,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"518","30s",104,7,60,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"519","30s",104,155,60,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"520","30s",104,642,60,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"521","30s",105,890,60,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"522","30s",105,9818,60,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"523","30s",105,7,60,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"524","30s",105,155,60,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"525","30s",105,642,60,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"526","30s",106,890,60,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"527","30s",106,9818,60,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"528","30s",106,7,60,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"529","30s",106,155,60,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"530","30s",106,642,60,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"531","30s",107,890,60,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"532","30s",107,9818,60,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"533","30s",107,7,60,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"534","30s",107,155,60,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"535","30s",107,642,60,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"536","30s",108,890,60,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"537","30s",108,9818,60,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"538","30s",108,7,60,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"539","30s",108,155,60,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"540","30s",108,642,60,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"541","30s",109,890,75,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"542","30s",109,9818,75,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"543","30s",109,7,75,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"544","30s",109,155,75,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"545","30s",109,642,75,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"546","30s",110,890,75,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"547","30s",110,9818,75,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"548","30s",110,7,75,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"549","30s",110,155,75,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"550","30s",110,642,75,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"551","30s",111,890,75,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"552","30s",111,9818,75,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"553","30s",111,7,75,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"554","30s",111,155,75,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"555","30s",111,642,75,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"556","30s",112,890,75,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"557","30s",112,9818,75,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"558","30s",112,7,75,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"559","30s",112,155,75,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"560","30s",112,642,75,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"561","30s",113,890,75,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"562","30s",113,9818,75,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"563","30s",113,7,75,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"564","30s",113,155,75,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"565","30s",113,642,75,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"566","30s",114,890,75,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"567","30s",114,9818,75,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"568","30s",114,7,75,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"569","30s",114,155,75,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"570","30s",114,642,75,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"571","30s",115,890,75,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"572","30s",115,9818,75,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"573","30s",115,7,75,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"574","30s",115,155,75,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"575","30s",115,642,75,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"576","30s",116,890,75,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"577","30s",116,9818,75,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"578","30s",116,7,75,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"579","30s",116,155,75,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"580","30s",116,642,75,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"581","30s",117,890,75,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"582","30s",117,9818,75,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"583","30s",117,7,75,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"584","30s",117,155,75,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
