"","epoch_type","config","seed_split","m","step_size","kernel_size_h","kernel_size_w","kernel_shape","num_kernel","pool_size_h","pool_size_w","fcl_size","dropout","optimizer","learning_rate","batch_size","num_epoch"
"585","30s",117,642,75,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"586","30s",118,890,75,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"587","30s",118,9818,75,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"588","30s",118,7,75,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"589","30s",118,155,75,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"590","30s",118,642,75,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"591","30s",119,890,75,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"592","30s",119,9818,75,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"593","30s",119,7,75,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"594","30s",119,155,75,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"595","30s",119,642,75,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"596","30s",120,890,75,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"597","30s",120,9818,75,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"598","30s",120,7,75,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"599","30s",120,155,75,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"600","30s",120,642,75,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"601","30s",121,890,75,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"602","30s",121,9818,75,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"603","30s",121,7,75,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"604","30s",121,155,75,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"605","30s",121,642,75,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"606","30s",122,890,75,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"607","30s",122,9818,75,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"608","30s",122,7,75,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"609","30s",122,155,75,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"610","30s",122,642,75,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"611","30s",123,890,75,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"612","30s",123,9818,75,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"613","30s",123,7,75,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"614","30s",123,155,75,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"615","30s",123,642,75,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"616","30s",124,890,75,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"617","30s",124,9818,75,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"618","30s",124,7,75,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"619","30s",124,155,75,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"620","30s",124,642,75,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"621","30s",125,890,75,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"622","30s",125,9818,75,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"623","30s",125,7,75,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"624","30s",125,155,75,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"625","30s",125,642,75,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"626","30s",126,890,75,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"627","30s",126,9818,75,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"628","30s",126,7,75,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"629","30s",126,155,75,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"630","30s",126,642,75,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"631","30s",127,890,75,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"632","30s",127,9818,75,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"633","30s",127,7,75,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"634","30s",127,155,75,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"635","30s",127,642,75,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"636","30s",128,890,75,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"637","30s",128,9818,75,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"638","30s",128,7,75,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"639","30s",128,155,75,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"640","30s",128,642,75,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"641","30s",129,890,75,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"642","30s",129,9818,75,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"643","30s",129,7,75,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"644","30s",129,155,75,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"645","30s",129,642,75,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"646","30s",130,890,75,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"647","30s",130,9818,75,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"648","30s",130,7,75,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"649","30s",130,155,75,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"650","30s",130,642,75,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"651","30s",131,890,75,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"652","30s",131,9818,75,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"653","30s",131,7,75,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"654","30s",131,155,75,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"655","30s",131,642,75,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"656","30s",132,890,75,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"657","30s",132,9818,75,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"658","30s",132,7,75,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"659","30s",132,155,75,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"660","30s",132,642,75,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"661","30s",133,890,75,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"662","30s",133,9818,75,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"663","30s",133,7,75,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"664","30s",133,155,75,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"665","30s",133,642,75,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"666","30s",134,890,75,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"667","30s",134,9818,75,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"668","30s",134,7,75,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"669","30s",134,155,75,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"670","30s",134,642,75,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"671","30s",135,890,75,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"672","30s",135,9818,75,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"673","30s",135,7,75,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"674","30s",135,155,75,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"675","30s",135,642,75,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"676","30s",136,890,75,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"677","30s",136,9818,75,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"678","30s",136,7,75,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"679","30s",136,155,75,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"680","30s",136,642,75,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"681","30s",137,890,75,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"682","30s",137,9818,75,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"683","30s",137,7,75,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"684","30s",137,155,75,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"685","30s",137,642,75,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"686","30s",138,890,75,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"687","30s",138,9818,75,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"688","30s",138,7,75,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"689","30s",138,155,75,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"690","30s",138,642,75,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"691","30s",139,890,75,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"692","30s",139,9818,75,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"693","30s",139,7,75,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"694","30s",139,155,75,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"695","30s",139,642,75,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"696","30s",140,890,75,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"697","30s",140,9818,75,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"698","30s",140,7,75,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"699","30s",140,155,75,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"700","30s",140,642,75,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"701","30s",141,890,75,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"702","30s",141,9818,75,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"703","30s",141,7,75,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"704","30s",141,155,75,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"705","30s",141,642,75,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"706","30s",142,890,75,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"707","30s",142,9818,75,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"708","30s",142,7,75,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"709","30s",142,155,75,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"710","30s",142,642,75,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"711","30s",143,890,75,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"712","30s",143,9818,75,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"713","30s",143,7,75,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"714","30s",143,155,75,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"715","30s",143,642,75,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"716","30s",144,890,75,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"717","30s",144,9818,75,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"718","30s",144,7,75,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"719","30s",144,155,75,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"720","30s",144,642,75,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"721","30s",145,890,75,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"722","30s",145,9818,75,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"723","30s",145,7,75,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"724","30s",145,155,75,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"725","30s",145,642,75,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"726","30s",146,890,75,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"727","30s",146,9818,75,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"728","30s",146,7,75,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"729","30s",146,155,75,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"730","30s",146,642,75,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"731","30s",147,890,75,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"732","30s",147,9818,75,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"733","30s",147,7,75,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"734","30s",147,155,75,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"735","30s",147,642,75,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"736","30s",148,890,75,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"737","30s",148,9818,75,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"738","30s",148,7,75,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"739","30s",148,155,75,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"740","30s",148,642,75,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"741","30s",149,890,75,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"742","30s",149,9818,75,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"743","30s",149,7,75,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"744","30s",149,155,75,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"745","30s",149,642,75,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"746","30s",150,890,75,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"747","30s",150,9818,75,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"748","30s",150,7,75,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"749","30s",150,155,75,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"750","30s",150,642,75,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"751","30s",151,890,75,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"752","30s",151,9818,75,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"753","30s",151,7,75,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"754","30s",151,155,75,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"755","30s",151,642,75,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"756","30s",152,890,75,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"757","30s",152,9818,75,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"758","30s",152,7,75,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"759","30s",152,155,75,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"760","30s",152,642,75,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"761","30s",153,890,75,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"762","30s",153,9818,75,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"763","30s",153,7,75,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"764","30s",153,155,75,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"765","30s",153,642,75,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"766","30s",154,890,75,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"767","30s",154,9818,75,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"768","30s",154,7,75,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"769","30s",154,155,75,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"770","30s",154,642,75,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"771","30s",155,890,75,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"772","30s",155,9818,75,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"773","30s",155,7,75,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"774","30s",155,155,75,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"775","30s",155,642,75,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"776","30s",156,890,75,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"777","30s",156,9818,75,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"778","30s",156,7,75,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"779","30s",156,155,75,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"780","30s",156,642,75,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"781","30s",157,890,75,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"782","30s",157,9818,75,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"783","30s",157,7,75,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"784","30s",157,155,75,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"785","30s",157,642,75,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"786","30s",158,890,75,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"787","30s",158,9818,75,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"788","30s",158,7,75,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"789","30s",158,155,75,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"790","30s",158,642,75,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"791","30s",159,890,75,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"792","30s",159,9818,75,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"793","30s",159,7,75,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"794","30s",159,155,75,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"795","30s",159,642,75,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"796","30s",160,890,75,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"797","30s",160,9818,75,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"798","30s",160,7,75,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"799","30s",160,155,75,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"800","30s",160,642,75,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"801","30s",161,890,75,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"802","30s",161,9818,75,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"803","30s",161,7,75,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"804","30s",161,155,75,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"805","30s",161,642,75,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"806","30s",162,890,75,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"807","30s",162,9818,75,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"808","30s",162,7,75,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"809","30s",162,155,75,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"810","30s",162,642,75,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"811","1min",1,890,45,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"812","1min",1,9818,45,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"813","1min",1,7,45,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"814","1min",1,155,45,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"815","1min",1,642,45,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"816","1min",2,890,45,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"817","1min",2,9818,45,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"818","1min",2,7,45,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"819","1min",2,155,45,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"820","1min",2,642,45,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"821","1min",3,890,45,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"822","1min",3,9818,45,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"823","1min",3,7,45,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"824","1min",3,155,45,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"825","1min",3,642,45,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"826","1min",4,890,45,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"827","1min",4,9818,45,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"828","1min",4,7,45,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"829","1min",4,155,45,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"830","1min",4,642,45,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"831","1min",5,890,45,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"832","1min",5,9818,45,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"833","1min",5,7,45,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"834","1min",5,155,45,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"835","1min",5,642,45,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"836","1min",6,890,45,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"837","1min",6,9818,45,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"838","1min",6,7,45,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"839","1min",6,155,45,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"840","1min",6,642,45,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"841","1min",7,890,45,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"842","1min",7,9818,45,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"843","1min",7,7,45,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"844","1min",7,155,45,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"845","1min",7,642,45,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"846","1min",8,890,45,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"847","1min",8,9818,45,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"848","1min",8,7,45,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"849","1min",8,155,45,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"850","1min",8,642,45,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"851","1min",9,890,45,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"852","1min",9,9818,45,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"853","1min",9,7,45,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"854","1min",9,155,45,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"855","1min",9,642,45,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"856","1min",10,890,45,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"857","1min",10,9818,45,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"858","1min",10,7,45,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"859","1min",10,155,45,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"860","1min",10,642,45,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"861","1min",11,890,45,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"862","1min",11,9818,45,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"863","1min",11,7,45,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"864","1min",11,155,45,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"865","1min",11,642,45,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"866","1min",12,890,45,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"867","1min",12,9818,45,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"868","1min",12,7,45,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"869","1min",12,155,45,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"870","1min",12,642,45,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"871","1min",13,890,45,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"872","1min",13,9818,45,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"873","1min",13,7,45,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"874","1min",13,155,45,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"875","1min",13,642,45,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"876","1min",14,890,45,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"877","1min",14,9818,45,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"878","1min",14,7,45,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"879","1min",14,155,45,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
