row_idx,align,l,modal,epoch_type,hr,config,m,step_size,kernel_size_h,kernel_size_w,kernel_shape,num_kernel,pool_size_h,pool_size_w,fcl_size,dropout,optimizer,learning_rate,batch_size,num_epoch,config_align,val_accuracy,val_recall,val_precision,val_AUC,compute_cost,criteria
2534,4,19,"hourofday,age,sex,temp,hr,acc,eda",30s,TRUE,104,60,2,3,1,long rec,16,5,5,16,0.5,adam,0.001,100,150,590,0.8917249441146851,0.7232884407043457,0.9321021199226379,0.9375995516777038,101.53545398712158,val_precision
3283,5,19,"hourofday,age,sex,hr,acc,eda,temp",30s,TRUE,43,45,2,1,1,square,16,4,5,16,0.5,adam,0.001,100,150,691,0.9115148186683655,0.7958622217178345,0.910588800907135,0.9495834112167358,45.72721581459045,val_precision
860,2,19,"hourofday,age,sex,temp,acc,eda,hr",30s,TRUE,50,45,2,3,1,long rec,16,5,5,16,0.5,adam,0.001,100,150,212,0.8891363024711609,0.7350849628448486,0.9081697702407837,0.9231908559799195,52.579846143722534,val_precision
1698,3,19,"hourofday,age,sex,acc,hr,eda,temp",30s,TRUE,78,60,2,3,5,wide rec,16,3,4,16,0.5,adam,0.001,100,150,402,0.9011930227279663,0.7832691550254822,0.901184904575348,0.9207444667816163,144.71310439109803,val_precision
158,1,19,"hourofday,age,sex,eda,acc,temp,hr",30s,TRUE,158,75,2,3,1,long rec,16,5,5,16,0.5,adam,0.001,100,150,158,0.9136522531509399,0.8226480603218078,0.896049702167511,0.9546223521232605,75.68973298072815,val_precision
20686,3,14,"hourofday,age,sex,acc,temp,eda",5min,FALSE,76,18,2,3,3,square,16,3,3,16,0.5,adam,0.001,100,150,328,0.9259836196899414,0.8465537667274475,0.9222080707550049,0.9660179615020752,10.398852443695068,val_precision
21303,4,14,"hourofday,age,sex,temp,acc,eda",5min,FALSE,63,15,2,1,3,wide rec,16,3,5,16,0.5,adam,0.001,100,150,441,0.9188208103179931,0.8215343356132507,0.9204503297805786,0.9526494145393372,10.086379146575927,val_precision
21933,5,14,"hourofday,age,sex,temp,acc,eda",5min,FALSE,63,15,2,1,3,wide rec,16,3,5,16,0.5,adam,0.001,100,150,567,0.9188208103179931,0.8215343356132507,0.9204503297805786,0.9526494145393372,10.304506587982178,val_precision
19428,1,14,"hourofday,age,sex,eda,acc,temp",5min,FALSE,78,18,2,3,5,wide rec,16,3,3,16,0.5,adam,0.001,100,150,78,0.9235193371772766,0.8478235602378845,0.9141124367713929,0.9646039724349975,10.81659951210022,val_precision
20074,2,14,"hourofday,age,sex,acc,eda,temp",5min,FALSE,94,18,2,3,3,square,16,3,4,16,0.5,adam,0.001,100,150,220,0.9229982614517211,0.8546138405799866,0.9086191415786743,0.9656705379486084,9.453830194473266,val_precision
18833,5,19,"hourofday,age,sex,hr,acc,eda,temp",5min,TRUE,113,18,2,1,5,wide rec,16,3,5,16,0.5,adam,0.001,100,150,617,0.9310635447502136,0.8495729088783264,0.9361677289009094,0.963960838317871,8.893359899520874,val_precision
16283,1,19,"hourofday,age,sex,eda,acc,temp,hr",5min,TRUE,83,18,2,1,5,wide rec,16,4,3,16,0.5,adam,0.001,100,150,83,0.9253767967224121,0.8320410370826721,0.9351675271987915,0.9539453506469726,11.883737754821777,val_precision
18215,4,19,"hourofday,age,sex,temp,hr,acc,eda",5min,TRUE,125,18,2,1,5,wide rec,16,5,5,16,0.5,adam,0.001,100,150,503,0.9280247449874878,0.841584587097168,0.9338451027870178,0.9549400687217713,13.298372793197633,val_precision
17559,3,19,"hourofday,age,sex,acc,hr,eda,temp",5min,TRUE,99,18,2,1,3,wide rec,16,4,4,16,0.5,adam,0.001,100,150,351,0.9297196984291076,0.8509265780448914,0.931038498878479,0.9617875099182129,9.689244890213013,val_precision
16868,2,19,"hourofday,age,sex,temp,acc,eda,hr",5min,TRUE,38,15,2,3,1,long rec,16,3,3,16,0.5,adam,0.001,100,150,164,0.919826602935791,0.8141193985939026,0.930796456336975,0.9635889887809753,9.643953418731689,val_precision
