pred_train_values,pred_binary,true_y
0.01971411518752575,FALSE,0
0.011519556865096092,FALSE,0
0.015790490433573723,FALSE,0
0.014681564643979073,FALSE,0
0.013649514876306057,FALSE,0
0.01601954735815525,FALSE,0
0.015680015087127686,FALSE,0
0.004508279729634523,FALSE,0
0.003094959072768688,FALSE,0
0.0047383615747094154,FALSE,0
0.0029578113462775946,FALSE,0
0.001853340771049261,FALSE,0
0.0024386157747358084,FALSE,0
0.0023539236281067133,FALSE,0
0.003364587901160121,FALSE,0
0.011279897764325142,FALSE,0
0.016650456935167313,FALSE,0
0.024227645248174667,FALSE,0
0.018763847649097443,FALSE,0
0.03298333287239075,FALSE,0
0.03414526209235191,FALSE,0
0.031108712777495384,FALSE,0
0.02238011732697487,FALSE,0
0.018758708611130714,FALSE,0
0.013985210098326206,FALSE,0
0.011668520048260689,FALSE,0
0.011983925476670265,FALSE,0
0.013187237083911896,FALSE,0
0.017475619912147522,FALSE,0
0.02077685110270977,FALSE,0
0.021827781572937965,FALSE,0
0.025377731770277023,FALSE,0
0.02490105666220188,FALSE,0
0.03182942420244217,FALSE,0
0.025418419390916824,FALSE,0
0.020184848457574844,FALSE,0
0.01558873150497675,FALSE,0
0.008079027757048607,FALSE,0
0.0075206393375992775,FALSE,0
0.005638964474201202,FALSE,0
0.004409221466630697,FALSE,0
0.0032017009798437357,FALSE,0
0.003985185641795397,FALSE,0
0.004462256096303463,FALSE,0
0.006160817574709654,FALSE,0
0.009640191681683064,FALSE,0
0.023731913417577744,FALSE,0
0.09582311660051346,FALSE,0
0.24615970253944397,FALSE,0
0.4499207139015198,FALSE,0
0.6531917452812195,TRUE,0
0.7759270071983337,TRUE,0
0.8427701592445374,TRUE,0
0.8662289977073669,TRUE,0
0.8028538227081299,TRUE,0
0.7962684035301208,TRUE,0
0.7891554236412048,TRUE,0
0.6371882557868958,TRUE,0
0.5128043293952942,TRUE,0
0.3568122386932373,FALSE,0
0.17088459432125092,FALSE,0
0.11701032519340515,FALSE,0
0.07470867782831192,FALSE,0
0.043111249804496765,FALSE,0
0.01948663778603077,FALSE,0
0.014740762300789356,FALSE,0
0.01567874103784561,FALSE,0
0.012953603640198708,FALSE,0
0.012800849042832851,FALSE,0
0.013878068886697292,FALSE,0
0.01681879349052906,FALSE,0
0.016523156315088272,FALSE,0
0.018461521714925766,FALSE,0
0.020442748442292213,FALSE,0
0.022987354546785355,FALSE,0
0.024279749020934105,FALSE,0
0.029438519850373268,FALSE,0
0.04960725083947182,FALSE,0
0.11817268282175064,FALSE,0
0.30193763971328735,FALSE,0
0.5972694754600525,TRUE,0
0.803698718547821,TRUE,1
0.9015419483184814,TRUE,1
0.9365196228027344,TRUE,1
0.9619264006614685,TRUE,1
0.9707255363464355,TRUE,1
0.9771930575370789,TRUE,1
0.977737307548523,TRUE,1
0.9805812239646912,TRUE,1
0.9802493453025818,TRUE,1
0.9797332286834717,TRUE,1
0.9794670939445496,TRUE,1
0.9813826084136963,TRUE,1
0.9815005660057068,TRUE,1
0.9796555638313293,TRUE,1
0.9849130511283875,TRUE,1
0.9866050481796265,TRUE,1
0.982521116733551,TRUE,1
0.9881575107574463,TRUE,1
0.9821078777313232,TRUE,1
0.9829385876655579,TRUE,1
0.9811881184577942,TRUE,1
0.9818641543388367,TRUE,1
0.9756721258163452,TRUE,1
0.9750512838363647,TRUE,1
0.9833100438117981,TRUE,1
0.9899559020996094,TRUE,1
0.9892155528068542,TRUE,1
0.993610143661499,TRUE,1
0.9931340217590332,TRUE,1
0.9901850819587708,TRUE,1
0.9933414459228516,TRUE,1
0.9923856854438782,TRUE,1
0.99286949634552,TRUE,1
0.992088794708252,TRUE,1
0.9895514845848083,TRUE,1
0.9874846935272217,TRUE,1
0.9865120649337769,TRUE,1
0.985174298286438,TRUE,1
0.980402410030365,TRUE,1
0.9753293991088867,TRUE,1
0.9737334251403809,TRUE,1
0.9701648950576782,TRUE,1
0.9700233936309814,TRUE,1
0.9710956811904907,TRUE,1
0.9726330637931824,TRUE,1
0.9634793996810913,TRUE,1
0.960699200630188,TRUE,1
0.964767575263977,TRUE,1
0.9553750157356262,TRUE,1
0.9529276490211487,TRUE,1
0.9444846510887146,TRUE,1
0.91675567626953125,TRUE,1
0.8647348880767822,TRUE,1
