configuration,val_accuracy,val_recall,val_precision,val_AUC,compute_cost
1,0.93122100830078125,0.8618090748786926,0.9098142981529236,0.9599390625953674,26.247128009796143
2,0.9265842437744141,0.8442211151123047,0.9105691313743591,0.9437744617462158,16.20840096473694
3,0.9088099002838135,0.8869346976280212,0.82863849401474,0.9555071592330933,8.56341290473938
4,0.9180834889411926,0.8592965006828308,0.8724489808082581,0.9473918676376343,12.93382716178894
5,0.8786708116531372,0.9195979833602905,0.7454175353050232,0.9567872285842896,11.6109778881073
6,0.9142194986343384,0.8969849348068237,0.8360655903816223,0.9660384654998779,10.661245107650757
